"Table 2.4.5. Personal Consumption Expenditures by Type of Product"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 03, 2016"
"Line"," ","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"74","                Air transportation (64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1.1,1.3,1.5,1.8,2.2,2.8,3.1,3.5,4.1,4.7,5.5,5.9,7.1,8.3,9.1,10.4,12.8,13.4,13.5,15.1,17.6,18.1,19.0,20.9,23.0,24.8,25.9,25.1,25.6,27.7,29.2,31.1,33.3,37.2,40.3,43.0,49.2,42.9,39.5,42.7,44.7,45.4,46.3,47.6,47.4,42.2,42.7,44.3,46.9,48.8,52.1,54.2
"75","                Water transportation (65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.5,0.4,0.3,0.2,0.1,0.3,0.6,1.1,1.5,1.8,2.0,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.6,2.8,2.8,2.5,2.7,2.9,3.1,3.3,3.4,3.6
"76","        Recreation services",1.6,1.5,1.4,1.1,1.0,1.1,1.2,1.3,1.5,1.4,1.5,1.6,1.7,2.0,2.3,2.6,2.8,3.5,3.6,3.6,3.6,3.6,3.8,4.0,4.2,4.5,4.8,5.2,5.2,5.4,5.9,6.5,6.9,7.5,7.9,8.5,9.0,9.8,10.5,11.7,12.9,14.0,15.1,16.3,18.3,20.9,23.7,26.5,29.6,32.9,36.7,40.8,47.1,52.5,59.4,66.1,74.0,80.4,87.3,99.2,110.7,121.8,127.2,139.8,153.4,164.7,181.1,195.6,208.3,220.2,238.1,254.4,262.3,271.4,289.2,312.1,328.9,351.9,375.8,384.5,376.0,385.1,400.6,419.8,434.2,451.6,466.3
"77","            Membership clubs, sports centers, parks, theaters, and museums (82)",1.3,1.3,1.2,0.9,0.8,0.9,1.0,1.1,1.2,1.2,1.2,1.3,1.4,1.6,1.9,2.0,2.2,2.7,2.7,2.7,2.7,2.6,2.6,2.7,2.7,2.9,3.1,3.3,3.2,3.2,3.5,3.8,4.1,4.3,4.6,4.8,5.0,5.4,5.7,6.3,6.9,7.6,8.1,8.6,9.4,10.8,12.1,13.2,15.0,16.6,18.3,20.1,22.6,24.6,27.2,29.4,32.0,33.9,35.8,40.0,45.3,49.7,52.1,57.4,61.2,64.2,69.5,74.6,79.0,83.3,87.3,91.9,94.3,97.5,103.8,110.3,117.9,127.2,137.3,140.5,137.9,141.8,148.4,154.9,160.6,168.6,182.3
"78","            Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.7,1.8,1.9,2.1,2.2,2.3,2.5,2.8,3.2,3.5,3.8,4.1,4.3,5.0,5.7,6.5,7.5,8.1,8.6,9.7,10.7,12.4,14.0,16.6,19.0,21.9,24.5,27.2,31.1,34.7,37.9,39.4,42.6,46.0,46.5,50.0,52.8,55.5,60.0,65.5,70.1,72.7,73.4,76.1,81.3,81.5,84.4,89.3,92.7,93.6,96.1,99.1,104.8,107.8,110.9,101.7
"79","            Gambling (91)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.2,2.7,3.0,3.4,3.9,4.4,5.2,5.9,6.7,8.4,9.7,11.1,12.6,14.3,15.5,16.9,19.7,21.3,23.7,24.7,28.1,33.3,39.6,45.4,50.3,54.5,55.9,62.3,67.6,70.0,74.1,81.3,90.1,96.5,104.7,110.0,110.2,105.0,105.6,109.9,114.3,118.0,120.6,127.0
"80","            Other recreational services (81, 94, and part of 92)",0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.0,1.2,1.3,1.4,1.6,1.9,2.1,2.4,2.9,3.3,3.7,4.1,4.6,5.2,5.8,6.5,7.4,8.4,9.4,10.5,11.0,11.7,12.9,14.3,16.1,17.9,19.3,21.0,22.9,24.8,25.3,26.4,28.0,30.4,33.0,35.7,39.3,41.2,39.5,41.7,43.2,45.8,47.8,51.5,55.3
"81","        Food services and accommodations",3.4,3.3,3.0,2.4,2.1,2.6,3.0,3.4,4.0,3.9,4.1,4.4,5.3,6.9,9.1,10.9,12.7,12.7,12.5,12.6,12.4,12.7,15.0,16.0,16.5,16.6,17.0,17.7,18.5,18.7,19.7,20.5,21.0,22.3,23.3,24.9,27.2,29.6,31.0,34.6,37.5,41.6,43.8,48.9,54.8,60.6,68.8,77.8,85.7,97.1,110.9,121.7,133.9,142.5,153.6,164.9,174.3,186.7,204.4,225.8,242.6,262.7,273.4,286.3,298.4,308.3,316.1,326.6,343.4,361.8,380.3,408.8,419.7,436.3,461.9,496.4,530.6,566.3,595.6,612.5,600.3,617.7,649.5,685.1,710.8,753.7,808.8
"82","            Food services",3.2,3.0,2.7,2.3,2.0,2.4,2.8,3.2,3.8,3.6,3.9,4.2,5.1,6.6,8.8,10.5,12.3,12.2,11.9,12.1,11.8,12.2,14.3,15.3,15.7,15.8,16.2,16.8,17.5,17.7,18.7,19.3,19.7,20.9,21.8,23.3,25.4,27.7,28.8,32.1,34.7,38.6,40.7,45.0,50.5,55.9,63.5,71.6,78.8,89.2,101.7,111.5,122.0,129.8,139.7,148.8,156.2,167.5,182.3,201.6,216.7,235.1,244.2,254.1,265.7,273.4,279.6,286.7,298.5,314.6,330.5,353.8,367.6,383.1,404.6,432.1,458.1,486.3,509.6,523.7,517.9,532.2,558.7,587.3,608.1,642.5,690.4
"83","                Purchased meals and beverages (102)",2.9,2.8,2.5,2.1,1.8,2.2,2.6,3.0,3.5,3.4,3.6,3.9,4.6,5.7,7.1,8.1,9.5,10.9,10.9,11.0,10.8,11.1,12.7,13.6,14.1,14.4,14.9,15.6,16.3,16.4,17.5,18.1,18.5,19.6,20.5,21.9,23.9,25.9,26.8,30.2,32.7,36.5,38.7,43.0,48.3,53.2,60.4,68.0,75.0,85.0,96.7,105.9,115.9,123.3,133.3,142.4,150.0,161.5,176.6,195.6,210.2,228.3,237.3,247.1,258.4,265.9,271.8,278.7,290.3,306.2,321.8,344.9,358.4,373.6,394.4,421.2,446.0,472.3,494.9,508.7,502.3,516.9,541.9,570.2,590.7,624.6,671.6
"84","                Food furnished to employees (including military) (103)",0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.5,0.9,1.7,2.4,2.8,1.3,1.0,1.0,1.0,1.1,1.6,1.8,1.7,1.5,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.8,1.9,2.0,2.1,2.1,2.0,2.0,2.2,2.7,3.2,3.6,3.7,4.3,4.9,5.5,6.2,6.5,6.4,6.4,6.2,6.0,5.7,6.1,6.5,6.8,6.9,7.1,7.3,7.5,7.8,8.0,8.2,8.4,8.7,8.9,9.1,9.5,10.2,10.9,12.1,13.9,14.7,15.0,15.6,15.3,16.8,17.1,17.4,17.9,18.8
"85","            Accommodations (104)",0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.6,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.2,1.2,1.4,1.5,1.6,1.8,1.9,2.2,2.5,2.7,3.0,3.1,3.9,4.3,4.7,5.3,6.2,6.9,7.9,9.3,10.3,11.9,12.7,13.9,16.1,18.1,19.2,22.0,24.2,25.9,27.6,29.2,32.2,32.7,34.9,36.6,39.9,44.9,47.2,49.8,55.0,52.1,53.3,57.3,64.4,72.5,80.0,86.0,88.8,82.4,85.5,90.8,97.8,102.7,111.2,118.4
"86","        Financial services and insurance",2.9,2.6,2.2,1.9,1.9,1.8,2.1,2.2,2.4,2.3,2.3,2.4,2.5,2.6,2.8,3.0,3.2,3.8,4.2,4.7,4.9,5.6,6.3,6.7,7.8,8.6,9.6,10.4,11.1,11.6,12.5,13.6,14.8,15.4,15.9,17.7,19.4,21.3,22.8,25.8,28.5,31.1,34.1,38.3,41.5,45.9,54.0,59.3,67.8,80.6,87.6,95.6,102.0,116.3,145.9,156.6,188.1,199.8,205.3,219.8,238.4,247.4,266.8,295.1,332.6,346.9,366.4,392.3,429.2,467.3,509.1,566.3,552.8,562.6,588.5,635.3,689.6,724.2,768.5,771.5,719.0,763.2,795.8,789.3,830.7,885.7,921.1
"87","            Financial services",1.7,1.4,1.0,0.8,0.8,0.7,0.8,0.9,1.0,0.9,0.8,0.9,0.9,0.9,1.1,1.1,1.3,1.7,1.7,1.9,2.0,2.3,2.5,2.6,3.1,3.6,4.2,4.6,4.7,5.0,5.7,6.1,6.8,6.9,7.1,8.0,8.8,9.9,11.1,12.4,14.1,15.3,17.1,18.9,20.3,23.7,30.1,32.2,35.8,43.1,47.2,51.7,54.1,62.1,87.2,90.0,115.0,127.0,133.2,134.4,138.6,135.7,143.0,161.8,184.7,197.7,212.9,233.8,259.8,286.8,319.6,360.0,341.2,347.3,357.4,387.4,417.4,446.2,480.3,486.6,452.2,473.3,487.5,497.3,528.5,553.0,578.1
"88","                Financial services furnished without payment (107)",0.9,0.8,0.6,0.5,0.4,0.4,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,1.1,1.2,1.2,1.3,1.4,1.6,1.7,2.2,2.4,2.8,3.1,3.2,3.2,3.5,3.9,4.1,4.3,4.2,4.9,5.2,5.8,6.4,7.0,9.1,10.9,11.8,13.2,15.1,18.6,24.1,25.1,28.2,34.2,37.0,38.3,38.7,42.7,62.7,64.3,84.3,88.5,90.6,93.5,92.3,87.2,88.4,99.5,112.2,123.9,131.0,139.8,152.5,161.8,170.7,185.4,178.1,179.1,183.5,200.9,216.1,221.8,236.6,241.2,229.4,248.9,258.2,258.8,279.4,296.1,315.0
"89","                Financial service charges, fees, and commissions (108)",0.9,0.6,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.9,0.9,0.9,0.9,1.2,1.4,1.4,1.5,1.8,2.2,2.2,2.7,2.6,2.9,3.1,3.5,4.1,4.7,5.3,5.0,4.4,5.3,5.8,5.2,5.0,6.1,7.2,7.6,9.0,10.2,13.5,15.5,19.4,24.4,25.8,30.7,38.5,42.7,40.9,46.3,48.5,54.5,62.3,72.4,73.8,81.9,94.0,107.4,125.0,148.9,174.6,163.1,168.2,174.0,186.5,201.4,224.3,243.8,245.4,222.9,224.4,229.3,238.5,249.1,256.9,263.1
"90","            Insurance",1.2,1.2,1.2,1.1,1.1,1.1,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2.1,2.5,2.8,2.9,3.3,3.9,4.2,4.7,5.0,5.4,5.8,6.3,6.6,6.8,7.5,8.0,8.4,8.8,9.7,10.6,11.4,11.8,13.4,14.4,15.7,17.1,19.4,21.2,22.2,23.9,27.0,32.0,37.5,40.4,43.9,47.9,54.3,58.7,66.5,73.0,72.8,72.1,85.4,99.8,111.7,123.8,133.3,147.9,149.1,153.5,158.5,169.4,180.5,189.5,206.3,211.7,215.3,231.0,248.0,272.2,278.0,288.2,284.9,266.7,290.0,308.3,292.1,302.2,332.7,343.0
"91","                Life insurance (110)",0.9,0.9,0.9,0.8,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.2,1.4,1.5,1.6,1.8,1.9,2.0,2.1,2.2,2.4,2.8,3.0,3.2,3.2,3.6,3.7,3.9,4.1,4.6,5.1,5.3,5.4,5.9,6.3,6.9,6.9,7.5,8.4,9.1,10.0,11.9,13.3,15.3,16.9,19.1,20.5,22.8,23.5,25.0,28.3,28.8,28.1,33.5,38.6,42.3,51.8,53.6,59.2,54.6,54.3,52.0,55.2,56.0,56.9,65.0,61.9,58.8,60.4,72.1,79.0,84.1,87.5,87.5,80.0,87.6,93.2,84.6,84.9,88.1,86.4
"92","                Net household insurance (111)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,1.0,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.9,2.1,2.4,2.6,2.5,2.4,2.3,2.3,2.5,2.6,2.9,2.9,3.4,3.6,3.8,4.2,4.3,4.9,5.8,6.2,6.1,7.4,8.1,7.3,7.6,8.4,8.6,9.3,11.0,12.0
"93","                Net health insurance (112)",0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.9,1.0,1.2,1.3,1.4,1.3,1.5,1.5,1.7,1.8,2.0,2.1,2.2,2.4,2.6,2.9,2.9,3.8,4.1,4.4,5.2,6.3,6.7,6.9,7.3,8.1,10.5,12.9,13.0,13.6,15.5,18.9,21.5,26.5,28.4,25.6,23.6,29.1,36.6,43.4,45.2,50.1,56.0,59.3,62.0,66.9,73.5,80.8,85.7,94.4,101.1,106.5,116.7,116.5,129.4,130.6,131.3,127.4,119.4,135.8,146.7,139.1,146.9,169.6,178.7
"94","                Net motor vehicle and other transportation insurance (116)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.6,1.0,1.1,1.3,1.4,1.5,1.6,1.6,1.7,1.9,2.0,2.1,2.2,2.3,2.5,2.6,2.9,3.2,3.5,3.7,4.1,4.6,5.1,5.6,5.7,5.9,6.4,7.3,8.3,9.3,10.0,10.5,11.2,12.2,13.4,14.7,16.6,18.3,20.4,22.1,23.5,24.4,27.3,30.4,32.8,34.5,36.7,37.8,40.4,43.2,43.1,44.4,45.7,49.1,53.5,57.6,57.2,62.0,62.0,60.0,58.9,60.0,59.8,61.1,64.0,65.8
"95","        Other services",6.9,6.5,5.6,4.5,4.0,4.4,4.6,5.1,5.7,5.4,5.6,5.8,6.3,7.1,8.2,9.1,10.0,10.8,12.0,12.9,13.3,14.1,15.1,16.0,17.1,17.8,19.4,20.9,22.4,23.8,25.5,27.1,28.3,29.9,31.6,33.8,36.6,39.9,43.6,46.8,50.5,54.6,58.1,63.7,69.3,74.4,80.3,88.6,97.7,108.3,117.2,127.1,137.2,150.9,169.9,187.5,207.9,221.2,242.4,262.8,281.1,297.5,300.5,325.7,344.4,371.2,391.2,416.4,452.3,496.0,523.7,571.5,615.3,642.2,684.7,723.8,759.1,807.9,848.0,880.1,879.2,905.4,939.3,973.8,986.4,1038.7,1076.9
"96","            Communication",0.7,0.7,0.6,0.6,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,1.0,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.3,3.6,3.9,4.2,4.5,4.8,5.2,5.5,5.9,6.4,6.9,7.5,8.1,8.9,9.7,10.7,11.6,12.7,14.3,16.1,17.7,19.9,22.4,24.3,26.9,29.0,31.1,35.0,39.9,43.6,47.2,51.9,55.6,58.7,61.7,65.7,68.3,72.0,79.1,83.5,90.6,95.9,104.9,116.4,125.3,137.5,152.7,159.1,162.7,166.8,172.5,177.8,190.0,203.3,217.3,217.9,226.8,240.1,250.1,255.5,271.6,278.6
"97","                Telecommunication services (71)",0.6,0.6,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,1.0,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.2,2.4,2.7,2.8,3.1,3.3,3.6,3.9,4.2,4.5,4.8,5.1,5.5,6.0,6.5,7.0,7.7,8.3,9.3,10.1,11.0,12.4,14.2,15.5,17.7,19.8,21.6,23.9,25.7,27.6,30.9,35.1,38.6,41.8,46.0,49.3,51.9,54.4,58.1,60.7,64.0,71.0,75.0,81.3,85.2,92.8,103.1,110.0,117.6,126.4,131.2,131.3,130.4,132.8,137.7,144.8,149.0,154.0,149.6,152.1,157.1,158.0,156.6,163.3,164.5
"98","                Postal and delivery services (68)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.0,2.1,2.2,2.6,2.7,3.0,3.3,3.6,4.1,4.7,5.0,5.4,5.9,6.3,6.8,7.3,7.5,7.5,7.8,7.8,8.0,8.5,9.2,9.5,9.6,9.8,9.9,9.9,9.7,9.5,9.8,10.2,10.4,11.6,11.9,12.9,12.0,11.7,10.8,10.3,10.3,10.6,10.6
"99","                Internet access (72)","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.8,1.6,2.7,3.6,5.5,10.1,16.4,18.2,21.9,26.6,29.5,29.7,33.5,42.3,50.4,56.3,63.0,72.2,81.8,88.6,97.6,103.5
"100","            Education services",0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.8,1.0,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.9,2.1,2.4,2.6,2.8,3.1,3.3,3.6,4.0,4.4,5.0,5.7,6.4,7.2,8.1,9.2,10.1,11.0,12.2,13.4,14.9,16.5,17.7,19.5,21.3,23.7,26.3,28.8,31.8,34.8,37.9,40.8,44.5,49.8,55.6,60.7,65.2,70.8,75.0,79.9,85.5,92.6,99.8,107.4,115.4,125.2,134.4,139.8,149.7,159.1,170.7,183.4,196.6,208.9,219.9,235.5,246.9,253.0,259.7,268.7,277.7
"101","                Higher education (97)",0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.3,1.4,1.5,1.6,1.8,2.0,2.3,2.7,3.1,3.5,3.9,4.5,5.2,5.9,6.5,7.1,7.6,8.2,8.9,9.6,10.3,11.4,12.9,14.8,17.0,18.8,20.5,22.3,24.1,26.1,28.5,31.5,34.7,38.4,42.3,45.4,48.6,51.9,56.4,61.3,66.0,70.8,76.8,82.9,87.0,95.0,102.5,110.9,119.7,128.3,136.9,146.7,158.3,165.8,170.5,175.0,179.2,183.8
"102","                Nursery, elementary, and secondary schools (98)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.4,1.4,1.6,1.7,1.8,2.0,2.2,2.4,2.7,2.9,3.3,3.9,4.4,4.6,4.8,5.6,6.0,6.7,7.0,7.2,7.9,8.7,9.5,10.0,10.9,11.9,13.6,14.8,15.6,16.7,17.3,18.1,19.2,20.1,20.7,21.5,22.8,24.1,25.7,26.9,27.7,28.6,29.6,31.0,32.8,34.1,34.8,35.3,36.9,37.7,38.9,40.9,42.2
"103","                Commercial and vocational schools (99)",0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.3,1.4,1.5,1.6,1.6,1.8,1.9,2.4,3.0,3.3,3.7,3.9,4.2,4.5,4.6,5.1,5.5,6.2,6.7,7.5,9.5,10.6,11.1,11.1,11.8,12.3,13.1,14.4,16.2,17.8,19.9,21.8,24.3,25.8,26.0,27.0,28.1,30.3,32.7,35.5,37.9,38.4,42.0,44.1,44.9,45.8,48.6,51.8
"104","            Professional and other services (121)",1.2,1.1,1.0,0.8,0.8,0.9,1.0,1.0,1.1,1.1,1.2,1.2,1.3,1.4,1.6,1.6,1.7,1.8,2.0,2.1,2.2,2.3,2.6,2.7,2.9,3.0,3.2,3.4,3.7,4.0,4.3,4.5,4.9,5.1,5.5,5.8,6.2,6.9,7.3,7.8,8.6,9.7,10.4,11.4,12.7,14.0,14.9,16.5,18.3,20.7,22.1,24.8,28.2,30.8,33.6,37.5,42.4,46.4,51.2,57.3,62.2,67.7,70.2,75.3,78.4,80.9,82.8,87.6,92.8,100.1,107.2,113.0,120.9,126.6,137.1,143.0,148.4,155.3,163.6,167.5,161.5,163.3,167.8,170.5,173.1,178.8,186.0
"105","            Personal care and clothing services (14 and parts of 17 and 118)",1.8,1.7,1.4,1.1,1.0,1.1,1.2,1.3,1.5,1.4,1.4,1.5,1.7,2.0,2.4,2.7,2.9,3.3,3.6,3.8,3.8,3.8,4.1,4.3,4.6,4.8,5.1,5.4,5.7,5.8,6.2,6.4,6.7,7.1,7.2,7.7,8.2,8.9,9.5,10.1,10.3,10.6,10.3,10.8,11.3,11.7,12.3,13.1,14.6,16.0,17.0,17.9,18.7,18.8,22.7,24.1,26.7,29.4,32.7,37.7,41.3,44.5,42.5,47.5,49.7,52.9,57.1,60.2,64.3,69.1,74.2,80.4,83.2,86.5,91.1,97.7,103.3,108.1,111.5,114.3,109.9,114.9,120.9,126.4,131.7,141.6,148.2
"106","            Social services and religious activities (120)",0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.6,1.6,1.7,1.7,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.9,4.4,5.1,5.5,5.9,6.5,7.5,8.6,10.0,11.9,14.0,16.1,17.9,19.6,21.8,25.1,28.0,31.4,33.9,38.6,41.2,43.5,47.5,51.1,54.4,58.1,61.1,64.6,69.3,74.4,81.1,88.4,93.4,98.6,104.1,110.2,116.8,124.6,130.1,133.2,138.9,143.2,147.2,152.9,161.5,171.0
"107","            Household maintenance (parts of 31, 33, and 36)",1.9,1.6,1.3,1.0,0.9,1.0,1.1,1.2,1.4,1.2,1.3,1.4,1.5,1.7,1.9,2.3,2.6,2.6,2.8,2.9,2.9,3.2,3.3,3.3,3.5,3.4,3.9,4.2,4.3,4.5,4.7,5.0,4.9,5.0,5.1,5.3,5.5,5.7,6.1,6.5,6.8,7.0,7.2,7.6,8.1,8.3,8.4,9.7,10.9,12.1,13.2,13.8,14.6,14.9,15.8,18.3,19.3,20.5,21.0,22.0,24.2,25.4,24.7,26.6,28.4,31.3,34.5,35.8,38.9,43.9,45.2,48.6,48.5,48.7,51.2,55.2,57.9,60.4,63.8,65.5,60.3,58.6,61.3,64.9,68.0,74.3,77.1
"108","            Net foreign travel",0.5,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.9,1.1,1.2,1.2,1.4,1.6,1.6,1.8,1.8,2.4,2.2,2.4,2.8,2.9,3.5,3.4,3.5,3.4,2.9,3.3,3.0,2.7,1.7,-1.6,-0.2,2.7,3.7,4.6,0.3,3.0,0.3,-6.4,-10.3,-17.6,-21.0,-21.8,-18.8,-22.8,-25.9,-24.4,-18.9,-30.1,-29.6,-19.2,-15.4,-9.9,-7.8,-9.3,-6.0,-15.4,-23.5,-23.5,-32.6,-40.9,-38.3,-54.4,-57.8,-61.7
"109","                Foreign travel by U.S. residents (129)",0.6,0.6,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.5,0.6,0.7,0.9,0.9,0.9,1.0,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.3,2.3,2.6,2.8,3.0,3.3,3.6,4.2,4.2,4.7,5.4,5.9,6.8,7.3,8.1,8.8,9.4,10.3,11.1,12.1,13.3,15.0,16.5,18.4,26.1,27.9,27.8,33.9,37.3,38.4,42.7,41.7,45.9,48.8,53.4,54.9,58.7,64.6,69.1,63.6,72.0,68.9,67.9,72.0,86.4,94.2,101.5,106.2,113.0,98.8,107.1,112.8,125.7,125.7,136.2,145.6
"110","                Less: Expenditures in the United States by nonresidents (130)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.4,1.6,1.8,1.8,2.0,2.3,2.7,2.9,3.3,4.0,4.6,5.4,6.5,7.0,8.1,9.4,11.6,16.6,16.7,15.7,22.4,23.3,27.5,30.9,37.1,44.8,53.0,59.2,66.9,70.6,72.2,77.7,84.7,89.0,88.0,93.7,101.7,88.1,83.3,82.0,94.3,103.5,107.5,121.7,136.5,122.3,139.8,153.6,164.1,180.1,194.0,207.3
